mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,label
-464.29147,130.57695,21.985518,8.46765,1.7059182,0.5934459,1.9142022,-0.5756308,1.3518367,0.9646828,-0.19396144,-0.13914946,0.28203368,fireworks
-471.92743,139.21765,31.494951,-5.445438,-2.9993386,6.4235187,5.367784,0.6012891,-0.8071667,0.90766627,1.4187336,0.2754531,0.6331281,fireworks
-484.624,137.97878,54.463367,5.3603897,-2.4681842,3.5326638,6.007493,3.2142444,-0.6511491,-1.8652756,-1.0524467,0.12552199,0.9794188,fireworks
-356.05533,112.76925,-66.3635,-9.309137,-28.225563,23.822763,-17.637957,9.215767,-7.643013,10.809313,-0.068057105,5.959539,-4.393156,clapping
-264.1267,115.84496,-76.61797,-6.92189,-35.52296,29.154661,-29.157833,14.449486,-10.558731,15.770144,-3.390173,6.7302175,-6.527154,clapping
-333.21127,132.761,-68.10059,-14.768831,-28.493696,24.10378,-24.09763,8.673182,-7.509914,13.623549,2.3037062,2.4477582,-2.815844,clapping
-127.49071,166.81856,-67.1187,41.95723,-35.45654,1.5310919,-16.01324,-8.667323,-4.2419686,-3.9056237,-1.5799016,1.6908553,-2.4785943,chainsaw
-127.05718,132.84338,-36.873947,60.45325,3.9255977,30.736544,2.4978259,13.890317,6.707353,0.25983727,0.35495824,-0.8396706,-9.118183,airplane
-550.08704,74.61429,1.2366289,21.66868,-13.591245,20.577627,-1.2188401,28.296871,10.682883,25.47386,1.9512436,13.929905,-3.920456,mouse_click
-504.83087,95.641136,-87.96237,20.580029,-10.429318,-4.4995527,-20.10197,-4.7285333,0.074913785,-4.458074,0.069262154,-0.53890693,-2.0359523,pouring_water
-254.03943,178.52711,-3.252362,59.531525,15.535041,11.012206,20.284962,14.75135,12.649563,8.955544,14.42647,-0.14992769,-1.937591,train
-551.0908,160.01465,-20.45189,19.59539,11.168517,7.803196,5.037781,7.483987,11.337348,10.203885,12.492585,15.883242,9.87257,sheep
-394.7284,108.555756,5.4079676,10.749115,-6.7490587,15.3154545,10.180302,18.682049,0.6177558,10.019116,0.57231086,0.8669845,-13.97538,water_drops
-514.5597,85.66627,17.05499,23.686644,10.389068,14.282215,5.888461,10.523937,2.5806944,6.0627823,-1.4626783,1.3168167,-1.3018148,water_drops
-514.53,88.86575,18.652565,24.808413,11.174331,17.382528,5.8598456,11.791326,1.2821321,4.6518273,-3.2359836,2.4967446,-2.4819973,water_drops
-253.76979,194.5215,-31.794617,-5.5574927,3.725066,-3.6294985,-13.900456,-18.774073,-5.849951,-3.4839876,5.3470855,12.391778,4.596905,church_bells
-289.10895,148.99342,-4.3950777,-11.665161,-3.8913093,-8.468751,-16.21374,-16.296034,-14.786507,-9.85443,-2.1144729,6.39916,8.630976,church_bells
-180.4193,112.353485,-117.92588,49.169155,11.532479,-4.349261,-10.206739,11.970496,-18.292423,-0.655773,-18.687292,25.383427,-12.044207,clock_alarm
-478.7004,124.82803,-42.443184,32.716072,-2.2180023,17.38524,-3.512227,17.182299,2.3338928,2.2297606,8.810528,10.438777,4.1012774,keyboard_typing
-274.82867,163.20258,3.629049,69.5879,39.129967,17.431725,13.27264,21.432102,8.468137,1.6577882,-0.8976066,4.002332,3.545826,wind
-321.39185,33.042904,-40.03909,-13.588824,-37.530746,8.008633,-32.00933,22.195665,-17.25406,-5.6931686,11.969219,3.2719648,-4.3249145,clock_alarm
-393.86697,86.450714,-1.2875874,-1.2553289,-14.540146,0.6633633,-8.312909,-1.7814907,-8.477793,-8.280507,-5.6601744,-4.5009837,-2.8828483,footsteps
-388.87265,86.62341,-9.343998,2.714573,-18.829012,6.909204,-11.797057,3.009142,-9.773868,-1.3516723,-9.348601,-0.4168511,-5.2110486,footsteps
-389.34265,95.66538,-12.040788,-2.5678563,-17.098394,7.438645,-10.5566025,1.6509242,-10.803548,-2.6179848,-8.418499,-1.4648689,-3.9065015,footsteps
-370.8025,97.94776,-10.6632805,-4.9684987,-18.333235,6.5920234,-12.022563,-0.35348624,-13.956669,-3.8566256,-8.574928,-0.3853259,-4.1447916,footsteps
-349.2942,108.04737,-1.1056129,8.522658,-5.6175694,-0.7553256,-10.499682,-2.8449824,-11.920406,-14.208124,-10.685082,-7.851793,-7.9309564,footsteps
-422.9981,84.74854,-1.1756676,5.725858,-16.549955,6.974895,-9.9486885,2.000005,-8.670633,-0.4097042,-6.2162247,-0.25490037,-3.3619223,footsteps
-417.22092,53.74738,-38.695053,2.4861634,2.3828306,23.929157,1.5850718,7.2683654,8.328129,15.44424,7.639404,8.688195,-6.6076007,frog
-423.87582,62.78368,-29.181288,6.6014175,8.468016,26.105083,5.8916893,9.202936,8.744497,20.048515,8.299704,8.509165,-3.7698157,frog
-415.66763,154.47578,-27.164131,14.300653,-18.852797,11.985137,-1.682794,1.7541677,-1.4374048,-5.422408,-7.4766326,-0.09444479,1.4948949,fireworks
-469.27377,157.2879,3.1291974,31.859339,-9.139361,11.597074,0.94162816,-4.715318,-0.65633726,-9.329547,-6.399091,-7.9340787,-0.0731247,fireworks
-362.40726,60.058357,-6.8434353,5.9210496,9.0500965,8.063524,2.1184013,3.438575,0.833623,-1.623176,-0.9567616,-0.45909142,2.431571,cow
-696.8434,18.306252,2.54571,8.985428,4.549479,3.9272678,-1.9807113,3.7285583,2.7345176,2.1776693,0.19782089,0.7369647,-0.0058887177,water_drops
-340.0829,81.98777,-51.30881,28.392557,-1.4246792,24.328272,-13.689412,24.930372,-9.261058,14.821313,-5.2272196,18.00591,-11.838456,brushing_teeth
-556.9924,53.783916,-22.545828,19.020725,-5.187935,16.202639,-8.68903,17.004622,3.5619018,15.632507,-3.987559,9.785708,-9.134749,brushing_teeth
-520.5361,26.552866,-11.863173,-1.5731324,0.49440253,-0.45727783,2.0508766,-1.5624485,1.0728227,1.8910005,-0.927945,0.41870716,-0.35899055,car_horn
-331.45212,85.4922,4.666396,37.49674,8.067957,36.93365,-4.582097,6.0659833,11.111185,12.467105,-8.984219,6.5697327,-3.4705458,crackling_fire
-71.77642,83.144615,-15.326653,89.7719,-33.808506,47.767933,-13.6347475,16.655403,-13.119411,24.28787,-8.799514,10.972253,-9.724197,helicopter
-91.99748,93.71951,-12.912658,95.86526,-35.270626,54.20377,-19.173307,18.140827,-15.953615,17.224575,-4.198646,4.004635,-2.2064493,helicopter
-111.650375,98.73991,-1.9060674,69.930855,-30.703508,52.927475,-15.739289,16.844488,-19.044424,19.513271,3.1015756,1.2511431,1.7883393,helicopter
-105.54899,95.28569,-6.654996,53.354744,-38.108154,55.517647,-9.257176,25.303627,-10.935414,21.40457,-7.483088,11.094823,2.7995288,helicopter
-146.43463,133.00153,-8.995401,54.055984,-28.111742,54.14588,-4.6285076,17.648975,-1.3740809,18.917315,-0.118041106,6.060435,1.38935,helicopter
-101.69486,157.57478,-28.655285,42.959305,-50.438374,36.571045,-4.0850716,20.315228,-0.9714401,17.81683,1.7497094,8.269128,4.0041485,helicopter
-395.37296,104.70501,26.935514,28.127293,11.042522,1.7766348,-4.884778,-2.201882,5.000233,8.262773,5.278829,3.3720171,3.0695348,drinking_sipping
-191.39711,201.01382,-164.47845,58.526257,-3.3402314,-14.553822,49.497772,-30.358635,18.355633,17.137861,-16.606194,22.125116,-11.853877,rain
-299.86282,92.028275,-30.177244,38.96103,-1.740788,23.690233,-5.7348943,5.8444004,5.518531,9.188871,1.1118757,9.497463,4.770754,crackling_fire
-251.29823,90.496414,-12.622731,12.962025,-29.266855,-11.850314,-33.62628,-1.881031,-31.404762,-11.128827,-26.785868,-9.505469,-26.018131,insects
-355.87726,23.947433,14.722452,23.452635,6.5855193,8.040243,4.568543,5.1598697,0.5437148,1.2355329,-2.2763734,1.1861098,-0.71715105,crackling_fire
-331.97717,94.08334,-0.69010764,38.71699,6.067024,34.671604,-3.1064322,29.609175,-4.3674974,28.718403,4.316115,14.109144,1.4757468,crackling_fire
-383.90787,100.387184,0.047890753,45.275055,7.2887125,38.97736,-4.758487,29.746632,-1.2873611,26.450012,6.077884,13.125436,5.035384,crackling_fire
-520.2845,57.464314,-5.071741,6.0735354,3.476485,4.4652185,-2.4561327,0.71999985,-3.5337534,3.4842243,0.57905924,6.909471,1.9362067,laughing
-238.38326,164.9499,-53.429195,-27.634838,23.193106,8.566375,-1.3605542,-20.880066,-40.452328,-16.077896,-2.2362146,-9.720064,1.5506326,frog
-435.32593,91.782265,16.29601,-0.69181836,-4.779673,-5.868043,-10.132989,-0.06255321,7.796119,6.7996836,5.5389814,7.8677244,5.893735,hen
-380.2874,62.97593,14.395567,-2.488726,-6.4267225,-10.090587,-12.948767,-5.6528497,4.992497,9.202242,9.07962,8.5513525,7.2021937,hen
-256.14786,253.46399,-29.747034,2.9632673,31.736076,-14.7559185,-0.8051229,3.27483,-13.242652,-7.9491515,-8.226829,-8.778013,-5.7693152,helicopter
-236.50616,247.29517,-19.288807,5.2268295,24.73626,-12.351796,0.032053087,-1.8572993,-8.78931,-4.4991827,-10.190064,-4.8626966,-5.5832253,helicopter
-275.17456,194.74197,-45.745556,24.921467,1.5365492,5.354905,13.064361,4.9248586,14.220738,2.5818589,8.825332,1.2895544,4.260644,engine
-288.62918,205.38062,-16.347109,14.211239,9.155263,2.1897051,19.149248,10.83012,9.223933,4.8016953,10.259925,10.0599985,3.0570748,engine
-366.72495,164.93068,0.0844888,1.5034363,13.468104,0.2508793,11.854237,13.992712,0.92094123,-4.0277934,-2.1884868,4.9442797,7.2882605,breathing
-675.62384,23.13469,10.843092,7.6557846,2.073936,4.665594,1.6707146,2.9597518,3.0998523,2.3964462,0.93724424,2.1760676,2.9481523,mouse_click
-325.53894,120.38526,-3.4506004,8.018923,-7.0431376,-11.665671,-2.932857,9.194103,-9.952939,0.4810352,6.4711123,3.913324,2.3225863,crying_baby
-255.40121,180.8707,-74.0874,-16.801601,12.759198,2.7089224,-3.9769466,18.497734,-2.3215594,-6.986759,13.016082,-4.9970245,-7.115665,frog
-243.80713,177.66495,-78.409294,-1.219588,-4.431343,10.816576,-11.182811,10.38978,1.1717916,-7.544012,6.677423,-3.9193172,-1.2318885,frog
-293.12732,187.70651,-49.620872,-18.90694,10.705965,8.416694,11.170131,23.275286,-5.2406626,-14.874156,11.494992,0.34079462,-6.7667184,frog
-227.1394,98.20091,-44.283314,35.510094,-25.217432,28.132473,-15.864509,19.013765,-5.3578186,16.751158,-2.529877,15.223998,-1.062713,hand_saw
-499.51968,37.264645,0.29730436,6.0970592,-3.0826797,1.4551088,-2.1367304,0.42163864,0.60804343,-0.12743744,-4.6367574,0.3998572,-1.8954993,car_horn
-537.6019,25.218369,-12.420027,-0.06808222,-0.7549958,1.829768,-4.1594186,0.71374434,1.4169568,-3.0299425,-1.8743885,1.7039216,1.2259707,coughing
-812.7932,15.896902,-0.4983206,2.6773849,0.26902327,-0.71890754,-3.136419,-0.112514906,1.323854,0.6355218,-0.037525885,1.9038152,0.6593529,coughing
-474.49124,29.088266,2.728932,4.225912,-0.64481974,1.5259165,-3.6747835,2.956121,-1.8380866,0.27421248,-3.8777468,1.3080142,-2.8208926,insects
-314.47412,191.4756,-43.02272,11.673341,17.962238,9.187244,-13.2418995,-14.312309,-4.0750194,-1.2531633,-1.6106404,1.509593,6.4398565,sheep
-290.53986,211.42996,-69.032555,10.472124,10.407981,15.992593,-9.740758,-7.5968604,-0.42862108,7.3954687,-1.341896,7.2268767,8.661942,sheep
-216.7341,119.2353,-58.06794,45.386383,-32.625946,26.448442,-16.561771,16.289814,-9.198833,1.6439964,-13.724666,9.066285,-15.523304,vacuum_cleaner
-123.70278,129.74983,-54.395058,46.291256,-20.36226,28.074644,-5.808792,16.884296,-6.213412,6.646228,-10.184183,10.150532,-15.731819,vacuum_cleaner
-146.09714,126.226074,-55.786674,51.946583,-21.483643,16.70707,-9.522833,6.561884,-5.704116,5.514376,-3.4556587,13.9317045,-14.887987,vacuum_cleaner
-206.45956,135.2032,-23.588425,45.564945,-19.854225,19.50379,-2.7508934,7.167946,-16.621387,7.9493246,-0.32946175,-1.8898739,-3.3244638,chainsaw
-119.97111,125.34712,-48.96449,39.125618,-39.415516,29.029116,-17.199198,16.162998,-22.783522,14.445578,-14.763008,-0.6051733,-6.7137847,chainsaw
-158.53067,123.14322,-39.204067,37.267014,-37.156883,31.699608,-22.28124,16.287123,-23.827024,12.87294,-12.130774,-0.8207141,-11.0366335,chainsaw
-333.07132,48.288563,-3.987196,25.505182,-4.250144,16.091492,-3.481692,11.386615,-2.8402512,11.356715,-4.3294168,7.6375356,-3.934304,glass_breaking
-259.28705,107.5691,31.792507,17.940947,-0.26333433,16.965574,9.64075,8.35148,-7.6597576,15.5422735,-17.008585,1.0594501,-14.920753,cow
-463.8979,78.660675,9.834409,35.10205,22.241465,24.459047,11.769912,15.829986,11.701598,13.975851,10.279265,10.457386,0.16573268,snoring
-18.431015,87.81906,-49.76449,19.4583,-34.228176,10.67984,-29.121677,9.273553,-20.291334,2.7837076,-15.147087,0.53627867,-14.34041,toilet_flush
-99.70986,181.74416,-42.31594,25.121555,-15.9907875,-11.945192,-11.0448475,2.4713726,-7.6467943,-12.563501,-12.236359,-6.375206,-0.16522373,pig
-193.51955,159.13374,-33.17017,30.379522,-7.490571,-13.537995,-12.491755,2.2960672,-5.707356,-7.199282,-9.690197,-7.486332,-4.0810223,pig
-165.5461,162.64508,-35.865185,24.434937,-11.5728855,-4.202161,-12.022586,6.419761,-6.15799,-4.964051,-8.192267,-6.8962646,-5.6607738,pig
-147.57568,176.53778,-41.06159,23.804636,-10.5899935,1.843013,-11.38695,14.9366665,-8.715511,-5.573257,-11.571085,-3.393173,-5.6174016,pig
-212.41608,180.37616,-34.29659,28.620869,-7.1230264,2.4724126,-9.334637,14.282673,-8.562786,-1.7249626,-12.216573,-6.6278343,-7.5332417,pig
-341.08533,65.944176,-82.106964,30.809265,-6.673231,9.109561,-16.728937,16.507875,5.9766226,4.1320963,6.1381855,-11.980963,4.219473,crying_baby
-253.31337,126.199066,-58.108673,6.017038,-10.739945,-7.9608564,-4.7726197,23.153656,3.6274064,5.8810916,-3.2655828,-3.2153075,5.892381,crying_baby
-298.1317,48.14861,-86.777,18.65337,-21.810715,-0.8041242,-23.50426,26.547234,4.2999396,-2.981985,-2.026814,-10.272629,3.494319,crying_baby
-151.68855,179.4858,-152.86565,82.87866,-61.208073,19.57473,-3.36038,-14.108013,27.40987,-29.734365,13.949817,-13.105353,0.845175,rain
-158.25105,201.34912,-61.19198,17.229105,-2.2846155,14.761111,-4.3109508,4.360934,0.13151072,4.1465898,1.0456704,-6.023107,-6.2006598,church_bells
-198.24084,161.64044,-53.481827,66.514755,-27.561762,36.96901,5.8856063,0.9800938,27.570902,-10.95605,29.11469,-0.82647294,0.6866792,washing_machine
-510.64365,126.29784,30.421114,36.207523,23.4368,40.12654,27.569117,13.992752,2.4894176,5.080649,6.4849777,7.6087637,9.465882,clock_tick
-373.3081,112.61993,-3.4444237,24.55615,-3.2111495,17.606068,-7.475804,13.236051,-5.2569256,5.796854,-9.150259,-0.07770257,-0.9804092,clock_tick
-534.0558,8.784339,2.2390609,1.6631129,0.93962306,0.8592123,1.0363681,0.9261313,0.562693,0.40726608,0.36104426,0.2193775,0.34945333,footsteps
-338.88354,88.77236,-41.115524,16.48558,-16.899355,19.213263,-3.5324569,4.7221975,6.888349,7.9334188,-3.2210016,-1.9142183,1.5952727,crying_baby
-382.90524,104.47069,-21.382837,19.44289,-13.9264,22.643507,-2.0468013,4.9382896,3.189198,7.658856,2.3298447,0.041172955,-2.0995207,crying_baby
-112.48983,167.02284,-67.198524,11.540357,-15.151216,3.6527636,-14.239317,16.44344,-9.645766,1.3354492,-10.719653,4.353954,1.007905,church_bells
-198.40488,193.04651,-69.80437,28.400583,-0.5151076,11.960885,9.456609,12.505526,7.4548335,10.121232,5.132621,2.050863,3.2150428,engine
-478.21317,67.63873,-31.654732,-20.268764,-29.625603,-16.356253,-41.975704,-33.120434,-26.70076,-14.824566,-19.945532,-9.461901,-16.662985,water_drops
-472.89432,68.30166,-35.96953,-23.831163,-35.604813,-22.573118,-49.470467,-31.020142,-36.022755,-20.385698,-26.097414,-10.146806,-19.37606,water_drops
-273.23895,192.58188,-0.4165311,5.590916,10.768342,8.291499,9.920013,0.2876792,4.988678,5.5546126,0.3049787,4.287,1.8080596,thunderstorm
-269.31976,179.17677,19.24849,26.656187,5.8513637,8.537225,18.587543,-1.4045992,7.6604295,4.7453985,-0.33712327,7.660975,2.4889638,thunderstorm
-366.83527,103.61351,-23.323715,8.147891,-34.684967,11.572735,-22.079231,7.0378075,-13.135283,-1.7401154,-7.364254,-1.2902907,-8.096792,hand_saw
-122.419266,190.73412,-55.27658,33.27184,-19.762407,26.397726,-29.394627,8.714875,-5.8183274,-2.929413,-4.6939297,-1.9403945,2.259931,washing_machine
-48.42791,135.9149,-49.11496,61.706085,-19.0092,45.481636,-20.785372,17.661129,-5.272497,4.585111,1.4576648,-2.5991058,10.099614,washing_machine
-220.3037,194.28986,-54.787876,7.846441,4.4169106,13.127135,-2.9717755,9.360365,24.364916,-2.1780782,-3.6049516,4.16013,7.1376934,car_horn
-160.34784,170.40506,-59.265,36.56243,-26.10211,27.280535,-3.4833667,6.811759,12.279642,2.477548,14.262408,1.9999226,3.5700226,car_horn
-474.40283,182.0162,72.98225,14.201331,8.902201,15.187561,12.974,6.4796953,4.620682,4.6893,2.8182914,1.7994621,1.0946095,thunderstorm
-338.81802,154.81268,22.075962,-4.765701,17.971607,16.433004,5.501798,5.6056337,5.985481,2.1257036,1.2536048,1.9378219,0.6345445,thunderstorm
-325.20447,168.80989,0.26001996,6.442537,14.291386,8.140944,8.312049,3.6329622,5.387175,5.2007794,1.803066,3.6126025,2.3158019,thunderstorm
-40.867977,147.8718,-73.10586,65.48637,-28.122766,18.257757,0.8419379,2.9216702,1.8086467,-4.0196404,5.2910237,-6.09806,0.38590583,airplane
-239.3244,164.67001,6.538472,17.351051,17.981674,24.730574,3.9099905,6.704849,5.060802,3.1914124,1.6722244,2.2456625,-2.4179971,car_horn
-537.8678,154.36974,4.864671,-3.1795487,2.887997,-0.20030563,-0.61523676,-0.8268881,1.4640406,3.4963238,3.1090271,3.4885616,3.2485335,fireworks
-448.38733,99.22033,-62.78831,4.99408,23.898056,8.720637,10.513595,-11.060169,-0.76248884,11.148904,1.3904941,4.0546975,1.7408062,fireworks
-152.27809,149.1178,-64.945496,26.953066,2.2711089,-9.222853,-11.796157,3.7934031,-2.8006475,-2.0010533,1.0148633,5.5733423,6.167986,pig
-185.90164,157.91365,-73.97831,29.516157,12.818528,-10.782594,-7.85874,11.729879,-6.0105286,-15.82236,1.2540704,8.392854,-4.046443,pig
-105.27868,138.53745,-101.13276,27.634312,-5.843065,-11.305881,-12.352755,-0.103291415,-2.0904448,-18.726818,-0.7091789,21.288197,4.6874604,pig
-556.88336,23.979082,-14.260118,3.0525765,-3.7314396,4.4498067,-2.882629,-3.1370516,-4.2501388,-6.1407185,-4.301694,-4.2301083,-2.9242096,sneezing
-521.9197,31.790571,-15.490107,15.826327,-7.6516347,5.6582875,-8.39677,3.6544192,1.005371,-2.4108903,0.8819549,0.22407648,1.0715156,car_horn
-424.03412,64.41148,-33.02153,7.284858,-20.634346,-1.4729534,-12.873441,-3.022073,-4.0360203,-7.4586253,-4.2466836,-7.335686,-2.8499546,car_horn
-397.20822,92.84853,28.553719,20.698265,8.306844,10.968207,18.36738,11.30198,4.8687124,4.0529776,6.530725,7.9787073,8.836627,door_wood_knock
-132.24847,89.01553,-48.867645,61.28677,-51.721565,55.82302,-35.017265,32.805763,-14.000888,19.614841,-16.509212,14.293175,-10.938591,rain
-437.03995,66.61226,-7.1251273,-15.996088,-7.7723403,7.7608504,10.410697,-4.718368,-10.677706,-9.059211,-2.2909296,5.9261456,10.995894,rooster
-137.88087,133.33899,-104.0851,54.33463,-23.68881,35.503418,-10.714767,17.237936,-10.56874,2.6060321,-16.101679,-6.832036,-3.8436973,washing_machine
-81.15479,116.96188,-79.34277,42.425232,-28.32134,26.707611,-23.637108,17.788294,-17.110167,1.983334,-4.073153,14.138781,-12.333939,washing_machine
-315.29712,93.13927,13.642873,33.38254,4.83163,12.353395,-8.381453,8.370358,-5.7744446,15.576979,6.3515625,10.063846,4.2276154,snoring
-414.11432,82.08793,12.61022,32.129623,2.22103,11.476947,-1.8376921,7.881042,-3.4935257,5.4705253,1.4744875,3.019343,0.66544217,snoring
-431.77792,52.767086,-32.000595,7.911696,-0.7942727,14.756985,-10.511768,5.2015886,-0.71030617,12.2376,3.4630754,1.1003047,-3.7706568,rooster
-94.179886,129.67242,-63.28174,0.8733743,-10.29951,-6.1419053,0.35135588,3.9948082,-14.069684,-5.879041,-4.57277,-17.745518,10.182405,toilet_flush
-135.89638,162.10173,-47.84823,40.56229,-33.596428,30.047071,-27.157429,9.910905,-10.900506,2.0740132,-4.357802,-0.9472299,-1.414083,sea_waves
-131.77226,161.30847,-44.213966,32.13912,-27.515059,25.710506,-19.94964,10.045737,-4.2723475,1.0542473,0.26533824,-2.001612,3.4692745,sea_waves
-117.96136,170.17775,-61.46682,23.826248,-14.787617,16.183578,-4.9597096,26.67241,-1.8946881,0.06580524,-7.571851,4.3387136,-2.2778616,car_horn
-196.70546,133.45354,-69.849846,64.84543,-44.922817,14.467121,-17.216194,17.267323,-0.47006905,-10.744947,11.511075,14.824741,-24.80853,wind
-142.60492,141.12979,-98.17852,63.160038,-24.8628,29.91583,-37.75719,17.45882,-13.29934,16.262056,-14.990223,-1.4294635,-5.765497,rain
-562.63794,21.5935,-0.8977044,7.597735,-2.3532374,8.864874,-2.5475063,5.0516987,0.9450857,1.6489297,0.561428,2.6640427,0.33556908,sneezing
-177.62518,172.31505,-25.954384,35.637497,-0.17827845,12.985711,-13.36365,9.97205,-3.0603032,-7.2072816,6.1852937,5.774026,-3.0537007,laughing
-327.576,122.46812,-22.279245,8.624952,-4.6006765,2.8975494,-10.031049,2.5966706,-1.7436489,-8.516292,1.9158958,0.8411707,-2.8962104,laughing
-303.98102,88.20369,-61.565098,29.63917,-2.617096,18.565191,-26.798143,18.251675,-13.883182,3.229031,-11.508043,2.9892728,-10.633624,toilet_flush
-419.65182,158.6212,-5.4210534,-2.639742,10.662173,13.456297,9.919383,7.7649775,7.8637323,6.601514,7.098319,9.0189,8.819651,dog
-399.74576,98.393486,12.832573,-7.1330175,-18.695833,-17.7625,-20.346596,-13.713507,-6.392603,-13.59,-9.670004,0.3464372,0.7012382,dog
-231.1359,178.37885,-20.231863,16.29586,-8.479356,-7.7642894,-20.986355,23.221977,8.953832,5.946998,5.928479,7.4158792,-20.336264,breathing
-230.5982,179.84523,-13.320913,14.000946,-10.100719,-7.0714216,-6.1461587,23.723293,6.019238,3.663314,11.083991,3.5003285,-12.0210085,breathing
-146.68169,179.57265,-41.185966,22.349733,-18.267746,-7.408613,-2.5063784,19.613699,3.964191,4.5957065,6.8584347,6.5376544,-8.892026,breathing
-499.85376,47.163555,2.0899248,9.129768,1.3218837,13.214292,-0.32543734,-0.38719088,-1.6210554,1.3837651,-0.3280534,3.0232675,1.9817557,coughing
-188.30925,140.80576,-43.200256,0.73504853,-15.134906,4.6485167,-6.626368,12.433544,-12.387401,-8.872019,-21.375689,-10.906945,-16.357256,hen
-222.51682,131.96848,-65.49709,10.674381,-9.37008,8.558129,4.233001,10.469913,-22.462143,-13.92595,-12.568858,-2.0423653,-11.415362,hen
-251.51505,167.64737,10.227231,-0.54300874,10.729764,0.2041368,-8.783071,-9.60729,-8.633039,1.9378964,8.752193,17.268423,14.685709,siren
-212.7928,179.16528,2.1310132,-2.0393267,2.1177351,-4.3974085,-7.846571,9.115725,16.101057,28.419565,12.994988,12.496082,-2.376052,siren
-650.6709,21.187586,-5.0812435,4.693634,-1.4401408,2.2558112,-0.84884983,0.3292043,-1.4892176,3.1285737,-0.30422762,-0.7647727,0.06379011,sneezing
-283.07526,141.96669,-43.66728,4.6712565,14.53561,36.32466,3.884943,11.028411,1.5801193,19.718685,-9.1353855,4.4779468,-7.317781,frog
-199.66513,167.01675,-100.46554,-12.445895,9.698514,37.495895,4.586322,2.8061202,7.904706,21.893383,-12.46017,7.738689,-3.5191355,frog
-357.28574,74.90722,6.2017283,-5.2450776,0.9159425,12.142029,1.2270163,-5.2427087,-5.1122503,-5.41441,-5.6452255,-3.0821905,4.1537957,dog
-83.13955,131.6386,-23.913542,64.02319,-17.328003,46.946117,-11.690164,25.036081,-8.192365,18.77426,-12.580251,11.968442,-13.089923,washing_machine
